,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Cluster
1115,1.0,52.0,1.0,2.0,4.0,1.0,2.0,0.0,45.0,4.0,1.0,4.0,11819.0,929.0,10890.0,0.773,2431.0,46.0,0.484,0.079,0.0
1117,1.0,29.0,1.0,0.0,2.0,1.0,1.0,0.0,36.0,3.0,3.0,4.0,1459.0,590.0,869.0,1.164,2229.0,52.0,1.08,0.404,0.0
1119,1.0,38.0,1.0,2.0,3.0,1.0,1.0,0.0,32.0,3.0,2.0,2.0,1438.3,0.0,1438.3,0.846,1999.0,39.0,0.56,0.0,0.0
1120,0.0,36.0,1.0,2.0,2.0,1.0,1.0,0.0,18.0,3.0,1.0,3.0,7758.0,1408.0,6350.0,0.365,569.0,23.0,0.643,0.181,2.0
1121,1.0,40.0,0.0,2.0,4.0,1.0,4.0,3.0,30.0,4.0,2.0,2.0,10836.0,1932.0,8904.0,0.563,1293.0,31.0,0.824,0.178,0.0
1122,1.0,47.0,1.0,3.0,4.0,2.0,2.0,0.0,36.0,5.0,3.0,3.0,5062.0,1996.0,3066.0,0.591,1314.0,40.0,0.429,0.394,0.0
1123,1.0,36.0,0.0,3.0,3.0,1.0,5.0,0.0,30.0,6.0,2.0,2.0,3399.0,2173.0,1226.0,0.795,1571.0,34.0,1.0,0.639,2.0
1124,1.0,26.0,1.0,0.0,3.0,2.0,1.0,0.0,36.0,5.0,2.0,2.0,2212.0,1670.0,542.0,0.777,2520.0,51.0,0.545,0.755,1.0
1125,1.0,43.0,0.0,2.0,6.0,2.0,1.0,0.0,36.0,6.0,1.0,4.0,3186.0,2470.0,716.0,0.58,1531.0,37.0,0.233,0.775,2.0
1126,1.0,52.0,0.0,1.0,2.0,2.0,4.0,0.0,32.0,3.0,1.0,3.0,5927.0,2320.0,3607.0,0.544,1558.0,46.0,0.643,0.391,0.0
1127,1.0,49.0,1.0,2.0,6.0,2.0,2.0,0.0,34.0,4.0,1.0,4.0,5176.0,0.0,5176.0,0.838,1902.0,56.0,0.931,0.0,0.0
1128,1.0,50.0,1.0,2.0,2.0,1.0,3.0,0.0,37.0,3.0,1.0,3.0,3126.0,0.0,3126.0,0.824,1388.0,41.0,0.464,0.0,2.0
1129,1.0,34.0,1.0,3.0,2.0,0.0,3.0,0.0,21.0,6.0,4.0,2.0,4670.0,0.0,4670.0,0.883,2256.0,56.0,0.6,0.0,0.0
1130,1.0,53.0,0.0,2.0,5.0,1.0,5.0,0.0,36.0,4.0,3.0,3.0,2162.0,1592.0,570.0,0.547,1736.0,42.0,0.615,0.736,2.0
1131,1.0,49.0,1.0,3.0,3.0,1.0,3.0,0.0,42.0,4.0,1.0,2.0,10155.0,1805.0,8350.0,0.673,1685.0,49.0,0.815,0.178,2.0
1132,1.0,53.0,1.0,4.0,3.0,1.0,3.0,0.0,46.0,4.0,2.0,3.0,15242.0,1170.0,14072.0,0.496,1876.0,57.0,0.5,0.077,1.0
1136,1.0,43.0,1.0,4.0,5.0,2.0,3.0,0.0,32.0,4.0,1.0,3.0,16043.0,2036.0,14007.0,0.7,1394.0,28.0,0.75,0.127,0.0
1137,0.0,51.0,0.0,2.0,2.0,2.0,4.0,0.0,44.0,6.0,3.0,2.0,3181.0,2517.0,664.0,0.595,818.0,16.0,0.455,0.791,2.0
1139,1.0,59.0,0.0,0.0,2.0,1.0,4.0,0.0,36.0,5.0,3.0,4.0,5688.0,914.0,4774.0,1.099,1824.0,53.0,1.038,0.161,2.0
1140,1.0,51.0,1.0,4.0,3.0,1.0,2.0,0.0,38.0,5.0,2.0,3.0,10462.0,1824.0,8638.0,0.736,1267.0,31.0,0.55,0.174,2.0
1141,0.0,62.0,0.0,1.0,3.0,1.0,1.0,0.0,53.0,2.0,1.0,1.0,5249.0,0.0,5249.0,0.758,1315.0,31.0,0.722,0.0,2.0
1142,1.0,38.0,1.0,0.0,6.0,0.0,4.0,0.0,36.0,3.0,3.0,2.0,5155.0,684.0,4471.0,0.588,1555.0,37.0,0.48,0.133,2.0
1144,1.0,54.0,1.0,3.0,3.0,2.0,3.0,0.0,47.0,3.0,1.0,2.0,16494.0,1348.0,15146.0,0.759,1302.0,36.0,0.385,0.082,1.0
1145,1.0,37.0,0.0,1.0,2.0,1.0,1.0,0.0,30.0,5.0,3.0,4.0,6469.0,2351.0,4118.0,1.018,1717.0,50.0,0.667,0.363,2.0
1146,1.0,30.0,1.0,0.0,6.0,1.0,2.0,0.0,23.0,3.0,3.0,2.0,5146.0,1773.0,3373.0,0.879,1509.0,45.0,0.667,0.345,0.0
1147,1.0,61.0,1.0,0.0,3.0,1.0,3.0,0.0,50.0,4.0,1.0,3.0,2800.0,2448.0,352.0,0.549,1433.0,40.0,0.481,0.874,2.0
1148,1.0,49.0,1.0,5.0,6.0,2.0,2.0,0.0,36.0,6.0,1.0,2.0,5159.0,1532.0,3627.0,0.787,1826.0,37.0,0.609,0.297,2.0
1149,1.0,56.0,1.0,1.0,1.0,1.0,2.0,0.0,46.0,5.0,2.0,4.0,5248.0,1816.0,3432.0,0.696,2305.0,45.0,0.731,0.346,0.0
1150,1.0,51.0,0.0,3.0,4.0,1.0,4.0,0.0,46.0,5.0,3.0,2.0,5881.0,2005.0,3876.0,0.659,1931.0,56.0,0.806,0.341,2.0
1151,1.0,44.0,0.0,3.0,2.0,0.0,4.0,0.0,36.0,6.0,3.0,3.0,1467.0,896.0,571.0,0.692,1731.0,54.0,0.5,0.611,0.0
1152,1.0,64.0,0.0,1.0,5.0,1.0,1.0,0.0,52.0,6.0,2.0,2.0,4999.0,2299.0,2700.0,0.716,1601.0,48.0,0.5,0.46,2.0
1154,1.0,39.0,0.0,2.0,4.0,3.0,4.0,0.0,36.0,4.0,3.0,4.0,1438.3,0.0,1438.3,0.7,1338.0,28.0,0.867,0.0,2.0
1155,1.0,38.0,0.0,1.0,5.0,2.0,4.0,0.0,27.0,6.0,3.0,4.0,8638.0,0.0,8638.0,0.489,1295.0,29.0,0.381,0.0,1.0
1156,1.0,53.0,1.0,1.0,5.0,1.0,0.0,0.0,45.0,5.0,1.0,3.0,9343.0,1286.0,8057.0,0.712,1385.0,31.0,0.722,0.138,0.0
1157,1.0,35.0,1.0,2.0,4.0,1.0,1.0,0.0,21.0,3.0,1.0,3.0,2256.0,775.0,1481.0,0.879,1749.0,33.0,0.435,0.344,2.0
1159,1.0,32.0,1.0,2.0,3.0,2.0,1.0,0.0,20.0,6.0,3.0,4.0,2235.0,1638.0,597.0,0.912,2905.0,56.0,0.806,0.733,2.0
1162,1.0,55.0,1.0,2.0,6.0,2.0,3.0,0.0,36.0,5.0,2.0,2.0,10604.0,1988.0,8616.0,0.644,1578.0,30.0,0.579,0.187,2.0
1164,1.0,52.0,0.0,1.0,3.0,1.0,4.0,0.0,36.0,6.0,3.0,3.0,2133.0,1469.0,664.0,0.831,1426.0,37.0,0.682,0.689,0.0
1165,1.0,58.0,0.0,1.0,1.0,2.0,1.0,3.0,47.0,5.0,2.0,4.0,16677.0,1590.0,15087.0,0.885,1410.0,37.0,0.609,0.095,2.0
1167,1.0,60.0,1.0,1.0,2.0,2.0,4.0,0.0,48.0,5.0,3.0,3.0,3980.0,930.0,3050.0,0.72,4449.0,82.0,0.608,0.234,0.0
1168,0.0,55.0,1.0,3.0,6.0,2.0,2.0,0.0,36.0,3.0,2.0,2.0,8411.0,979.0,7432.0,1.029,990.0,22.0,0.375,0.116,1.0
1171,1.0,38.0,0.0,4.0,2.0,1.0,4.0,0.0,36.0,4.0,3.0,3.0,1860.0,0.0,1860.0,0.992,1731.0,29.0,0.611,0.0,0.0
1172,1.0,48.0,1.0,3.0,2.0,3.0,2.0,0.0,35.0,5.0,1.0,3.0,2829.0,2342.0,487.0,0.991,1561.0,41.0,1.05,0.828,1.0
1173,1.0,38.0,0.0,1.0,6.0,2.0,4.0,0.0,36.0,3.0,2.0,3.0,3764.0,0.0,3764.0,0.583,1572.0,57.0,0.357,0.0,0.0
1174,1.0,43.0,1.0,3.0,0.0,2.0,1.0,0.0,23.0,6.0,2.0,2.0,4559.0,1664.0,2895.0,0.871,1652.0,37.0,0.609,0.365,2.0
1175,1.0,36.0,0.0,2.0,4.0,1.0,4.0,0.0,25.0,5.0,3.0,4.0,4701.0,1492.0,3209.0,0.805,1679.0,32.0,0.455,0.317,2.0
1177,1.0,39.0,0.0,2.0,6.0,1.0,5.0,0.0,36.0,4.0,3.0,4.0,8096.0,1474.0,6622.0,0.789,1794.0,41.0,0.783,0.182,1.0
1178,1.0,43.0,0.0,2.0,0.0,2.0,4.0,0.0,29.0,5.0,1.0,2.0,2304.0,1589.0,715.0,0.872,1273.0,36.0,0.895,0.69,1.0
1179,1.0,48.0,0.0,2.0,5.0,1.0,1.0,0.0,36.0,3.0,3.0,2.0,5210.0,0.0,5210.0,0.531,1309.0,45.0,0.607,0.0,0.0
1180,1.0,44.0,1.0,4.0,2.0,1.0,1.0,0.0,38.0,5.0,2.0,3.0,5452.0,2091.0,3361.0,0.813,1347.0,30.0,0.5,0.384,2.0
1181,1.0,38.0,1.0,1.0,2.0,1.0,2.0,0.0,31.0,6.0,3.0,3.0,7475.0,1473.0,6002.0,0.775,1592.0,30.0,0.429,0.197,2.0
1183,1.0,30.0,1.0,0.0,6.0,2.0,3.0,0.0,25.0,5.0,2.0,2.0,4237.0,1676.0,2561.0,0.786,2465.0,88.0,0.725,0.396,1.0
1185,1.0,53.0,0.0,3.0,3.0,3.0,4.0,0.0,37.0,3.0,2.0,4.0,7202.0,974.0,6228.0,0.517,1397.0,33.0,0.5,0.135,0.0
1189,1.0,52.0,1.0,1.0,0.0,1.0,3.0,0.0,48.0,4.0,3.0,3.0,2066.0,1601.0,465.0,0.742,1578.0,41.0,0.414,0.775,2.0
1191,1.0,40.0,1.0,5.0,2.0,2.0,2.0,0.0,27.0,6.0,1.0,2.0,2742.0,1416.0,1326.0,0.761,1539.0,38.0,1.111,0.516,1.0
1193,1.0,34.0,0.0,4.0,3.0,2.0,4.0,0.0,30.0,4.0,1.0,3.0,3046.0,2279.0,767.0,0.611,2330.0,69.0,0.643,0.748,1.0
1194,1.0,33.0,0.0,1.0,3.0,2.0,4.0,0.0,25.0,6.0,3.0,4.0,6193.0,695.0,5498.0,0.632,2456.0,69.0,0.725,0.112,0.0
1196,1.0,65.0,1.0,1.0,2.0,1.0,4.0,0.0,50.0,6.0,2.0,4.0,4507.0,1574.0,2933.0,0.744,1793.0,38.0,0.652,0.349,2.0
1197,1.0,43.0,1.0,3.0,3.0,2.0,1.0,0.0,33.0,5.0,2.0,3.0,3040.0,2517.0,523.0,0.493,1598.0,31.0,0.476,0.828,1.0
1199,1.0,48.0,0.0,3.0,0.0,2.0,4.0,0.0,38.0,3.0,3.0,4.0,7326.0,1710.0,5616.0,1.171,1852.0,62.0,1.0,0.233,0.0
1200,0.0,39.0,0.0,3.0,3.0,2.0,4.0,0.0,36.0,6.0,1.0,3.0,3651.0,0.0,3651.0,0.977,862.0,19.0,1.111,0.0,1.0
1201,1.0,57.0,0.0,1.0,6.0,1.0,4.0,0.0,47.0,4.0,1.0,3.0,3416.0,2468.0,948.0,0.598,1536.0,42.0,0.556,0.722,2.0
1202,0.0,51.0,0.0,3.0,5.0,1.0,5.0,0.0,36.0,3.0,3.0,2.0,3664.0,0.0,3664.0,0.839,1168.0,31.0,0.409,0.0,0.0
1206,1.0,38.0,0.0,2.0,2.0,1.0,4.0,0.0,32.0,5.0,3.0,3.0,4429.0,0.0,4429.0,1.065,1970.0,40.0,0.818,0.0,0.0
1207,1.0,35.0,1.0,3.0,2.0,1.0,2.0,0.0,26.0,6.0,3.0,2.0,3991.0,1982.0,2009.0,0.748,1661.0,35.0,0.944,0.497,2.0
1208,1.0,46.0,0.0,3.0,1.0,2.0,4.0,0.0,36.0,5.0,1.0,4.0,2201.0,651.0,1550.0,0.825,3165.0,65.0,0.585,0.296,0.0
1209,1.0,48.0,1.0,4.0,0.0,2.0,3.0,0.0,36.0,4.0,3.0,2.0,2852.0,736.0,2116.0,0.386,1382.0,40.0,0.29,0.258,0.0
1210,1.0,49.0,0.0,2.0,5.0,1.0,4.0,0.0,37.0,6.0,3.0,3.0,9723.0,2459.0,7264.0,0.444,1258.0,24.0,1.0,0.253,2.0
1211,1.0,35.0,1.0,4.0,3.0,1.0,1.0,0.0,27.0,6.0,2.0,3.0,5325.0,1318.0,4007.0,1.045,1814.0,43.0,0.593,0.248,0.0
1214,1.0,54.0,0.0,2.0,5.0,1.0,4.0,0.0,44.0,3.0,1.0,3.0,5413.0,1836.0,3577.0,0.766,1164.0,43.0,0.593,0.339,2.0
1215,1.0,64.0,0.0,0.0,2.0,1.0,5.0,0.0,36.0,3.0,1.0,3.0,7646.0,1010.0,6636.0,0.421,1667.0,47.0,0.469,0.132,1.0
1216,1.0,39.0,0.0,3.0,2.0,0.0,5.0,0.0,30.0,3.0,3.0,2.0,2420.0,1422.0,998.0,0.731,1362.0,24.0,0.714,0.588,2.0
1217,1.0,50.0,1.0,0.0,3.0,1.0,3.0,0.0,30.0,3.0,4.0,2.0,4252.0,0.0,4252.0,0.478,1598.0,45.0,0.324,0.0,2.0
1218,1.0,54.0,0.0,3.0,2.0,1.0,4.0,0.0,49.0,5.0,2.0,4.0,2031.0,1069.0,962.0,0.87,1943.0,47.0,0.621,0.526,2.0
1220,1.0,39.0,1.0,1.0,3.0,1.0,3.0,0.0,28.0,4.0,2.0,4.0,3327.0,0.0,3327.0,1.089,1665.0,36.0,0.636,0.0,2.0
1221,1.0,53.0,1.0,1.0,6.0,1.0,1.0,0.0,41.0,5.0,1.0,3.0,2885.0,1433.0,1452.0,1.017,1170.0,23.0,0.769,0.497,2.0
1222,1.0,53.0,1.0,2.0,3.0,1.0,0.0,0.0,41.0,4.0,3.0,3.0,7272.0,2037.0,5235.0,0.795,2333.0,56.0,0.697,0.28,0.0
1224,1.0,57.0,0.0,3.0,5.0,1.0,4.0,0.0,47.0,5.0,3.0,3.0,2515.0,1922.0,593.0,1.181,2231.0,58.0,0.611,0.764,2.0
1225,1.0,65.0,0.0,0.0,3.0,1.0,4.0,0.0,36.0,3.0,2.0,2.0,2798.0,1806.0,992.0,0.765,1543.0,35.0,0.591,0.645,2.0
1230,1.0,54.0,1.0,1.0,0.0,1.0,3.0,0.0,42.0,4.0,1.0,4.0,9642.0,2517.0,7125.0,0.614,1401.0,35.0,0.458,0.261,2.0
1231,1.0,44.0,1.0,4.0,3.0,2.0,0.0,0.0,37.0,5.0,3.0,3.0,8396.0,1672.0,6724.0,0.602,1475.0,35.0,0.75,0.199,1.0
1234,1.0,33.0,0.0,1.0,3.0,2.0,4.0,3.0,24.0,5.0,2.0,2.0,12956.0,0.0,12956.0,1.053,2492.0,56.0,0.931,0.0,2.0
1235,1.0,47.0,0.0,5.0,2.0,1.0,4.0,0.0,39.0,3.0,3.0,4.0,7128.0,1560.0,5568.0,0.573,1468.0,44.0,0.76,0.219,2.0
1237,1.0,38.0,0.0,3.0,2.0,1.0,4.0,0.0,18.0,6.0,3.0,2.0,2193.0,1260.0,933.0,0.886,1799.0,47.0,0.567,0.575,0.0
1238,1.0,57.0,1.0,3.0,1.0,1.0,3.0,0.0,50.0,3.0,2.0,3.0,4522.0,1861.0,2661.0,0.957,1806.0,38.0,0.727,0.412,2.0
1239,1.0,36.0,1.0,4.0,5.0,1.0,1.0,0.0,28.0,3.0,1.0,4.0,2157.0,574.0,1583.0,0.825,1663.0,33.0,0.32,0.266,2.0
1240,1.0,35.0,1.0,3.0,5.0,1.0,3.0,0.0,25.0,3.0,1.0,2.0,11927.0,675.0,11252.0,0.574,1986.0,36.0,0.636,0.057,2.0
1241,1.0,55.0,0.0,2.0,6.0,1.0,5.0,0.0,50.0,6.0,1.0,4.0,11341.0,0.0,11341.0,0.412,1731.0,46.0,0.586,0.0,0.0
1242,1.0,57.0,0.0,4.0,1.0,1.0,5.0,0.0,47.0,4.0,3.0,3.0,7345.0,1814.0,5531.0,0.472,1390.0,30.0,0.25,0.247,0.0
1243,1.0,56.0,1.0,2.0,1.0,1.0,2.0,0.0,51.0,3.0,3.0,4.0,6036.0,1409.0,4627.0,0.56,1741.0,45.0,0.364,0.233,2.0
1244,1.0,38.0,0.0,2.0,3.0,2.0,4.0,0.0,27.0,6.0,1.0,3.0,2096.0,1567.0,529.0,0.778,1559.0,49.0,1.042,0.748,1.0
1245,1.0,54.0,0.0,3.0,2.0,1.0,4.0,0.0,49.0,4.0,1.0,3.0,1906.0,1271.0,635.0,0.574,1343.0,37.0,0.682,0.667,0.0
1246,1.0,48.0,1.0,2.0,6.0,3.0,3.0,0.0,35.0,5.0,2.0,4.0,5039.0,0.0,5039.0,0.757,1390.0,23.0,0.769,0.0,2.0
1247,0.0,53.0,1.0,1.0,2.0,1.0,3.0,0.0,42.0,2.0,1.0,2.0,6214.0,1147.0,5067.0,0.861,938.0,35.0,0.75,0.185,2.0
1250,1.0,60.0,0.0,1.0,0.0,1.0,4.0,0.0,53.0,4.0,3.0,3.0,3346.0,922.0,2424.0,0.913,1276.0,21.0,0.75,0.276,1.0
1253,1.0,32.0,0.0,1.0,4.0,1.0,4.0,0.0,20.0,5.0,2.0,3.0,2234.0,1865.0,369.0,0.732,2115.0,59.0,0.439,0.835,0.0
1254,1.0,44.0,0.0,4.0,5.0,1.0,4.0,0.0,33.0,5.0,4.0,2.0,9671.0,704.0,8967.0,0.699,2955.0,66.0,0.941,0.073,0.0
1255,1.0,53.0,0.0,1.0,0.0,2.0,1.0,0.0,47.0,5.0,3.0,2.0,6605.0,1479.0,5126.0,0.739,2017.0,47.0,0.679,0.224,2.0
1257,0.0,49.0,0.0,2.0,2.0,2.0,4.0,0.0,31.0,5.0,1.0,2.0,5456.0,951.0,4505.0,0.737,1096.0,27.0,0.588,0.174,2.0
1260,1.0,26.0,0.0,0.0,2.0,2.0,1.0,0.0,36.0,5.0,3.0,3.0,3930.0,0.0,3930.0,0.758,2067.0,42.0,0.355,0.0,2.0
1261,1.0,58.0,1.0,1.0,3.0,1.0,2.0,0.0,46.0,3.0,2.0,4.0,4188.0,1147.0,3041.0,1.042,1276.0,25.0,1.083,0.274,0.0
1263,1.0,35.0,1.0,3.0,3.0,2.0,3.0,0.0,28.0,4.0,2.0,2.0,11521.0,1147.0,10374.0,1.023,2260.0,68.0,1.125,0.1,2.0
1264,1.0,37.0,1.0,3.0,3.0,1.0,2.0,0.0,32.0,6.0,2.0,2.0,2253.0,1667.0,586.0,0.884,1641.0,45.0,0.667,0.74,0.0
1267,1.0,49.0,1.0,2.0,2.0,0.0,2.0,0.0,36.0,5.0,3.0,2.0,4596.0,0.0,4596.0,0.93,2872.0,62.0,0.722,0.0,2.0
1268,0.0,49.0,1.0,2.0,5.0,1.0,3.0,0.0,43.0,1.0,3.0,3.0,5701.0,2517.0,3184.0,0.716,961.0,32.0,0.524,0.442,2.0
1270,1.0,41.0,0.0,3.0,5.0,1.0,4.0,0.0,29.0,5.0,3.0,3.0,3022.0,1142.0,1880.0,0.403,1184.0,21.0,0.615,0.378,2.0
1271,1.0,32.0,0.0,0.0,3.0,0.0,4.0,0.0,36.0,5.0,2.0,4.0,2699.0,1609.0,1090.0,0.893,2141.0,56.0,0.806,0.596,1.0
1272,1.0,58.0,0.0,1.0,5.0,1.0,4.0,0.0,39.0,3.0,3.0,3.0,2210.0,1624.0,586.0,0.627,1287.0,37.0,0.48,0.735,0.0
1273,1.0,56.0,1.0,2.0,4.0,1.0,2.0,0.0,49.0,5.0,3.0,4.0,1438.3,0.0,1438.3,0.77,1446.0,38.0,0.81,0.0,2.0
1274,1.0,37.0,1.0,2.0,2.0,1.0,4.0,0.0,36.0,3.0,3.0,4.0,2041.0,1687.0,354.0,0.677,1555.0,45.0,0.552,0.827,1.0
1275,1.0,39.0,1.0,1.0,3.0,1.0,0.0,0.0,34.0,4.0,2.0,2.0,3250.0,1698.0,1552.0,0.767,2006.0,58.0,0.568,0.522,0.0
1280,1.0,39.0,1.0,1.0,6.0,1.0,3.0,0.0,36.0,6.0,2.0,3.0,2899.0,1999.0,900.0,0.832,1687.0,35.0,0.591,0.69,2.0
1281,1.0,53.0,0.0,4.0,0.0,1.0,4.0,0.0,36.0,4.0,1.0,3.0,2972.0,2160.0,812.0,0.956,2552.0,62.0,0.676,0.727,2.0
1282,1.0,38.0,0.0,3.0,5.0,1.0,4.0,0.0,23.0,6.0,2.0,2.0,5645.0,0.0,5645.0,1.05,1527.0,32.0,0.455,0.0,0.0
1283,1.0,37.0,1.0,2.0,2.0,1.0,4.0,0.0,36.0,6.0,3.0,2.0,2463.0,1751.0,712.0,0.854,2171.0,58.0,0.758,0.711,0.0
1284,1.0,47.0,0.0,2.0,2.0,1.0,4.0,0.0,41.0,5.0,3.0,4.0,1438.3,0.0,1438.3,0.8,1501.0,40.0,0.739,0.0,1.0
1286,1.0,55.0,0.0,3.0,3.0,1.0,4.0,0.0,48.0,6.0,2.0,2.0,2897.0,1601.0,1296.0,0.878,1337.0,25.0,0.471,0.553,1.0
1288,1.0,62.0,0.0,0.0,2.0,2.0,5.0,0.0,36.0,5.0,2.0,4.0,2870.0,2284.0,586.0,0.661,3946.0,74.0,0.574,0.796,0.0
1291,1.0,38.0,0.0,2.0,5.0,2.0,4.0,0.0,29.0,3.0,3.0,2.0,3590.0,1924.0,1666.0,0.573,1472.0,37.0,0.762,0.536,2.0
1294,0.0,58.0,0.0,0.0,3.0,1.0,4.0,0.0,36.0,3.0,2.0,2.0,7418.0,396.0,7022.0,0.826,911.0,26.0,1.0,0.053,1.0
1295,1.0,60.0,1.0,1.0,6.0,0.0,1.0,0.0,49.0,4.0,3.0,2.0,3012.0,0.0,3012.0,0.538,1315.0,23.0,0.278,0.0,0.0
1298,1.0,39.0,0.0,2.0,3.0,1.0,4.0,0.0,36.0,6.0,2.0,3.0,1578.0,760.0,818.0,0.709,2017.0,43.0,0.955,0.482,2.0
1299,1.0,60.0,1.0,0.0,5.0,1.0,4.0,0.0,49.0,4.0,2.0,4.0,2094.0,1560.0,534.0,0.537,1969.0,41.0,0.367,0.745,0.0
1300,1.0,37.0,0.0,3.0,3.0,1.0,4.0,0.0,19.0,5.0,1.0,3.0,4138.0,0.0,4138.0,1.168,2420.0,50.0,0.613,0.0,0.0
1301,1.0,41.0,0.0,4.0,2.0,1.0,5.0,0.0,30.0,3.0,1.0,2.0,5417.0,1904.0,3513.0,0.496,1768.0,56.0,0.556,0.351,0.0
1304,1.0,56.0,0.0,4.0,3.0,2.0,4.0,0.0,36.0,3.0,1.0,3.0,8881.0,2145.0,6736.0,0.705,2027.0,49.0,0.815,0.242,0.0
1306,1.0,41.0,0.0,2.0,5.0,1.0,4.0,0.0,33.0,3.0,3.0,3.0,3893.0,1157.0,2736.0,1.169,1536.0,39.0,0.773,0.297,0.0
1308,1.0,59.0,1.0,1.0,2.0,2.0,1.0,0.0,53.0,3.0,3.0,3.0,6035.0,1392.0,4643.0,0.361,1551.0,32.0,0.6,0.231,2.0
1309,1.0,55.0,0.0,1.0,0.0,1.0,5.0,0.0,36.0,6.0,3.0,2.0,17642.0,1846.0,15796.0,0.72,2148.0,54.0,0.862,0.105,2.0
1312,1.0,44.0,0.0,2.0,6.0,3.0,4.0,0.0,32.0,5.0,1.0,3.0,4852.0,1777.0,3075.0,0.667,1775.0,55.0,1.037,0.366,1.0
1314,1.0,37.0,1.0,1.0,3.0,1.0,2.0,0.0,27.0,6.0,3.0,3.0,10320.0,1799.0,8521.0,0.75,1754.0,45.0,0.5,0.174,1.0
1315,1.0,65.0,0.0,0.0,2.0,1.0,4.0,0.0,49.0,4.0,2.0,2.0,3297.0,2297.0,1000.0,0.744,1894.0,56.0,0.556,0.697,0.0
1316,1.0,46.0,1.0,3.0,0.0,1.0,2.0,0.0,36.0,5.0,2.0,2.0,9981.0,807.0,9174.0,0.655,1456.0,30.0,0.667,0.081,1.0
1318,1.0,56.0,0.0,1.0,5.0,1.0,4.0,0.0,36.0,6.0,3.0,4.0,5991.0,1993.0,3998.0,0.673,1867.0,53.0,0.767,0.333,0.0
1319,1.0,48.0,1.0,3.0,2.0,1.0,1.0,0.0,30.0,3.0,1.0,3.0,3235.0,2517.0,718.0,1.091,1637.0,43.0,0.87,0.778,0.0
1320,1.0,34.0,1.0,2.0,3.0,1.0,0.0,0.0,21.0,3.0,3.0,3.0,6259.0,1063.0,5196.0,0.668,1836.0,50.0,0.515,0.17,0.0
1323,1.0,32.0,1.0,1.0,6.0,1.0,1.0,0.0,36.0,3.0,2.0,4.0,8998.0,1471.0,7527.0,0.844,1931.0,48.0,0.371,0.163,2.0
1324,1.0,58.0,0.0,4.0,2.0,1.0,5.0,0.0,42.0,3.0,3.0,4.0,10247.0,1600.0,8647.0,0.63,1754.0,44.0,0.692,0.156,2.0
1328,0.0,56.0,1.0,3.0,2.0,2.0,2.0,0.0,36.0,2.0,2.0,3.0,4742.0,855.0,3887.0,0.635,870.0,24.0,0.5,0.18,0.0
1329,1.0,33.0,1.0,3.0,2.0,1.0,2.0,0.0,36.0,5.0,1.0,3.0,1726.0,1215.0,511.0,1.175,1712.0,48.0,0.548,0.704,2.0
1331,1.0,61.0,1.0,0.0,2.0,1.0,2.0,0.0,49.0,4.0,3.0,4.0,3352.0,1713.0,1639.0,0.657,1952.0,50.0,0.667,0.511,2.0
1332,1.0,43.0,1.0,4.0,5.0,2.0,1.0,0.0,39.0,5.0,2.0,2.0,6648.0,2242.0,4406.0,0.79,2089.0,60.0,0.579,0.337,0.0
1333,1.0,48.0,0.0,3.0,0.0,0.0,4.0,0.0,36.0,4.0,3.0,3.0,2335.0,1845.0,490.0,0.537,1362.0,33.0,0.269,0.79,1.0
1334,1.0,36.0,1.0,3.0,2.0,1.0,2.0,0.0,27.0,4.0,3.0,2.0,12397.0,1001.0,11396.0,0.756,1888.0,42.0,0.448,0.081,2.0
1337,1.0,43.0,0.0,5.0,6.0,2.0,1.0,0.0,33.0,4.0,3.0,4.0,5330.0,1161.0,4169.0,0.558,1441.0,43.0,0.387,0.218,2.0
1338,1.0,61.0,0.0,1.0,3.0,1.0,4.0,0.0,51.0,3.0,3.0,3.0,1795.0,794.0,1001.0,0.953,1834.0,59.0,1.107,0.442,2.0
1339,1.0,55.0,1.0,2.0,3.0,1.0,3.0,0.0,47.0,3.0,1.0,4.0,5741.0,1894.0,3847.0,1.111,2170.0,51.0,0.962,0.33,2.0
1340,1.0,51.0,0.0,1.0,2.0,1.0,5.0,0.0,39.0,4.0,3.0,3.0,2002.0,1248.0,754.0,0.502,1585.0,40.0,0.905,0.623,0.0
1344,0.0,45.0,0.0,3.0,3.0,1.0,1.0,0.0,30.0,5.0,2.0,2.0,12355.0,0.0,12355.0,0.912,1044.0,28.0,0.273,0.0,2.0
1345,1.0,34.0,0.0,3.0,0.0,1.0,1.0,0.0,29.0,4.0,1.0,2.0,2000.0,0.0,2000.0,0.782,1944.0,42.0,0.75,0.0,2.0
1347,1.0,49.0,0.0,5.0,6.0,0.0,4.0,0.0,36.0,4.0,1.0,4.0,9165.0,0.0,9165.0,0.597,1846.0,56.0,0.647,0.0,2.0
1348,1.0,43.0,0.0,1.0,2.0,1.0,4.0,3.0,31.0,5.0,1.0,2.0,11583.0,631.0,10952.0,0.714,3320.0,55.0,0.774,0.054,1.0
